cIdx,spList,medoid,prior,purity
149,"[(150,Rp),(249,Rp),(251,Rp),(313,Rp),(337,Rp),(390,Rp),(411,Rp),(412,Noth),(415,Rp)]",337,Rp,0.8888889
150,"[(1574,Noth),(1575,Noth),(1666,Noth),(1667,Noth),(1668,Rp),(1670,Noth),(1672,Rp),(1746,Noth),(1802,Rp),(1893,Rp)]",1666,Noth,0.6
151,"[(152,Rp),(1120,Rp),(1338,Lp),(1339,Lp),(1340,Rp),(1341,Noth),(1820,Lp),(1902,Rp)]",1340,Rp,0.5
152,"[(153,Lp),(154,Lp),(1325,Noth),(1328,Noth),(1334,Noth),(1361,Rp),(1856,Lp)]",153,Lp,0.42857143
153,"[(101,Lp),(409,Lp),(425,Lp),(451,Lp),(664,Lp),(768,Lp),(770,Lp),(928,Lp),(1643,Lp),(1645,Lp)]",664,Lp,1.0
154,"[(548,Rp),(559,Rp),(586,Noth),(588,Lp),(597,Rp),(740,Lp),(967,Lp),(969,Noth),(1289,Lp),(1518,Lp),(1660,Rp),(1673,Rp),(1674,Noth),(1678,Noth),(1680,Noth),(1709,Rp),(1726,Rp),(1730,Lp),(1734,Rp),(1735,Noth),(1736,Rp),(1737,Lp),(1775,Rp)]",1734,Rp,0.4347826
155,"[(155,Lp),(156,Lp)]",156,Lp,1.0
156,"[(356,Noth),(359,Noth),(1423,Noth),(1424,Rp),(1706,Noth),(1711,Rp),(1790,Lp),(1796,Lp)]",1424,Noth,0.5
157,"[(157,Noth),(158,Rp)]",158,Rp,0.5
158,"[(433,Lp),(447,Noth),(669,Lp),(873,Noth),(1632,Noth),(1639,Lp),(1650,Noth),(1651,Rp),(1652,Lp),(1823,Noth)]",1652,Noth,0.5
159,"[(428,Rp),(614,Noth),(630,Noth),(637,Noth),(639,Noth),(730,Noth),(779,Noth),(785,Noth),(786,Noth),(787,Noth),(788,Noth),(789,Noth),(791,Noth),(792,Noth),(793,Noth),(795,Noth),(796,Noth),(797,Noth),(887,Lp),(889,Lp)]",797,Noth,0.85
160,"[(161,Noth)]",161,Noth,1.0
161,"[(162,Noth)]",162,Noth,1.0
162,"[(163,Rp)]",163,Rp,1.0
163,"[(159,Noth),(160,Lp),(367,Rp),(1861,Noth)]",159,Noth,0.5
164,"[(164,Lp),(165,Lp)]",165,Lp,1.0
165,"[(166,Lp)]",166,Lp,1.0
166,"[(167,Lp),(456,Noth),(482,Noth),(483,Noth),(484,Noth),(485,Lp),(486,Lp),(487,Lp),(680,Noth),(1301,Lp),(1345,Lp),(1677,Noth),(1700,Noth),(1738,Lp),(1743,Noth),(1747,Lp),(1748,Lp),(1766,Noth),(1768,Lp),(1769,Lp),(1824,Lp),(1910,Noth)]",482,Lp,0.54545456
167,"[(168,Lp),(677,Rp),(1475,Rp),(1598,Lp),(1603,Lp)]",1603,Lp,0.6
168,"[(169,Rp),(735,Lp),(1722,Noth)]",169,Lp,0.33333334
169,"[(170,Noth)]",170,Noth,1.0
170,"[(171,Lp)]",171,Lp,1.0
171,"[(133,Lp),(172,Lp),(1599,Lp),(1604,Lp)]",1604,Lp,1.0
172,"[(289,Lp),(382,Lp),(494,Rp),(703,Lp),(1045,Lp),(1239,Lp),(1242,Lp),(1243,Lp),(1244,Lp),(1881,Lp),(1955,Lp),(1956,Noth),(1958,Noth),(1963,Lp),(1964,Lp),(1965,Lp),(1968,Noth)]",1242,Lp,0.7647059
173,"[(32,Noth),(34,Rp),(222,Rp),(498,Noth),(499,Rp),(761,Noth),(816,Noth),(843,Rp),(849,Rp),(1176,Rp),(1318,Rp),(1395,Noth),(1397,Rp),(1399,Rp)]",1399,Rp,0.64285713
174,"[(174,Rp),(175,Rp),(233,Rp)]",174,Rp,1.0
175,"[(176,Lp),(210,Noth),(385,Noth),(709,Lp),(1048,Lp),(1249,Noth),(1252,Noth),(1253,Noth),(1254,Noth),(1511,Noth),(1512,Noth),(1884,Noth),(1937,Lp),(1966,Noth)]",1884,Noth,0.71428573
176,"[(177,Lp),(223,Lp),(290,Lp),(432,Lp),(596,Lp),(611,Lp),(612,Lp),(727,Lp),(728,Lp),(776,Lp),(825,Lp),(959,Lp),(1078,Lp),(1360,Noth),(1451,Lp),(1452,Lp),(1520,Noth),(1547,Lp),(1993,Lp),(1996,Lp)]",177,Lp,0.9
177,"[(178,Lp),(270,Lp),(328,Noth),(344,Noth),(393,Lp),(397,Noth),(398,Noth),(419,Noth),(859,Lp),(1049,Lp),(1119,Noth),(1148,Lp),(1207,Lp),(1274,Noth),(1277,Lp),(1320,Noth),(1617,Noth),(1619,Lp),(1710,Noth),(1827,Lp)]",270,Lp,0.5
178,"[(179,Rp),(423,Rp),(583,Lp),(719,Rp),(1196,Rp),(1220,Rp),(1303,Rp),(1519,Lp),(1594,Rp),(1596,Rp),(1932,Rp)]",423,Rp,0.8181818
179,"[(180,Rp),(458,Rp),(460,Rp),(1573,Noth),(1664,Lp),(1951,Rp)]",458,Rp,0.6666667
180,"[(181,Rp),(368,Lp),(392,Rp),(395,Rp),(452,Lp),(454,Lp),(472,Lp),(473,Lp),(474,Lp),(475,Lp),(476,Lp),(477,Lp),(478,Noth),(479,Noth),(480,Noth),(481,Rp),(525,Rp),(587,Noth),(598,Noth),(606,Lp),(663,Lp),(685,Rp),(1186,Rp),(1298,Lp),(1299,Noth),(1300,Rp),(1302,Lp),(1308,Noth),(1578,Noth),(1579,Noth),(1580,Noth),(1581,Rp),(1582,Lp),(1584,Rp),(1585,Lp),(1586,Lp),(1587,Lp),(1589,Rp),(1590,Lp),(1591,Lp),(1592,Lp),(1595,Lp),(1647,Noth),(1740,Lp),(1741,Lp),(1751,Lp),(1753,Noth),(1754,Noth),(1755,Rp),(1757,Lp),(1759,Lp),(1760,Lp),(1761,Lp)]",181,Lp,0.5283019
181,"[(45,Lp),(182,Lp),(255,Lp),(335,Lp),(357,Rp),(404,Lp),(457,Lp),(569,Noth),(619,Lp),(620,Lp),(673,Lp),(790,Noth),(794,Noth),(799,Noth),(896,Lp),(937,Lp),(1128,Lp),(1136,Noth),(1324,Lp),(1922,Lp),(1926,Noth)]",1922,Lp,0.6666667
182,"[(183,Lp),(201,Lp),(526,Rp),(1063,Rp),(1105,Lp),(1121,Rp),(1188,Rp),(1295,Noth),(1354,Noth),(1355,Rp),(1357,Rp),(1602,Rp),(1752,Noth),(1783,Noth),(1903,Noth),(1949,Rp)]",1105,Rp,0.5
183,"[(184,Lp),(293,Lp),(373,Rp),(436,Lp),(518,Lp),(674,Lp),(769,Lp),(893,Lp),(894,Lp),(1110,Lp),(1114,Noth),(1184,Lp),(1187,Noth),(1189,Lp),(1305,Lp),(1307,Rp),(1309,Noth),(1310,Noth),(1312,Noth),(1479,Lp),(1828,Lp),(1920,Lp),(1947,Noth),(1975,Lp)]",1187,Lp,0.6666667
184,"[(185,Lp),(380,Rp),(455,Lp),(601,Noth),(603,Noth),(1342,Rp),(1343,Noth),(1344,Rp),(1908,Lp),(1909,Lp)]",1344,Lp,0.4
185,"[(186,Lp),(527,Lp),(528,Lp),(1793,Lp)]",527,Lp,1.0
186,"[(187,Noth),(300,Noth),(301,Noth),(731,Rp),(734,Rp),(1313,Noth),(1376,Noth),(1521,Rp),(1799,Noth),(1800,Noth),(1998,Rp),(1999,Noth)]",187,Noth,0.6666667
187,"[(188,Rp),(1801,Rp),(1804,Noth),(1805,Rp),(1806,Lp),(1811,Lp)]",1805,Rp,0.5
188,"[(189,Lp),(236,Lp),(573,Rp),(592,Lp),(593,Lp),(594,Lp),(892,Rp),(1071,Noth),(1113,Lp),(1294,Rp),(1296,Rp),(1297,Rp),(1352,Rp),(1659,Lp),(1679,Noth),(1708,Lp),(1750,Rp),(1782,Rp)]",1294,Lp,0.44444445
189,"[(190,Lp),(1505,Lp)]",190,Lp,1.0
190,"[(191,Rp),(217,Lp),(435,Rp),(1411,Noth)]",191,Rp,0.5
191,"[(103,Lp),(584,Noth),(590,Rp),(604,Rp),(605,Noth),(608,Rp),(1797,Lp)]",605,Rp,0.42857143
192,"[(193,Noth),(609,Lp),(1936,Rp)]",193,Lp,0.33333334
193,"[(192,Noth),(194,Rp)]",194,Rp,0.5
194,"[(195,Noth),(206,Rp)]",195,Rp,0.5
195,"[(1438,Lp),(1665,Lp),(1686,Lp),(1689,Lp),(1699,Noth),(1701,Noth),(1702,Rp),(1703,Lp),(1731,Lp),(1776,Rp),(1779,Rp)]",1703,Lp,0.54545456
196,"[(1727,Rp),(1777,Noth),(1778,Rp),(1780,Rp)]",1778,Rp,0.75
197,"[(256,Lp),(257,Lp),(462,Lp),(464,Lp),(938,Lp),(939,Lp),(1353,Rp),(1356,Rp),(1687,Lp),(1688,Lp),(1694,Noth),(1697,Lp),(1698,Lp),(1860,Rp),(1907,Lp)]",1688,Lp,0.73333335
198,"[(199,Lp),(202,Noth),(254,Lp),(414,Noth),(600,Noth),(602,Noth),(607,Lp),(1675,Rp),(1676,Lp)]",199,Lp,0.44444445
199,"[(200,Lp),(203,Noth),(676,Lp)]",200,Lp,0.6666667
